Year,Host_City,Host_Country,Country,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,Latitude,Longtitude,Participation_Per_Ten_Million,Discipline,Age,Country,Gender
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Belgium,21,23,14,58,30,5,35,11598451,50.503887,4.469936,201.1762893,Wheelchair Tennis,24,Netherlands,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Brazil,7,17,4,28,24,6,30,212821986,-14.235004,-51.92528,9.39752531,Powerlifting,37,Côte d'Ivoire,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Burma,1,2,1,4,10,0,10,54473253,21.913965,95.956223,12.23842216,Cycling Road,27,Italy,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Canada,87,82,69,238,120,46,166,37799407,56.130366,-106.346771,292.7735524,Powerlifting,43,Thailand,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",People's Republic of China,2,12,8,22,17,6,23,1440297825,35.86166,104.195397,1.064594632,Cycling Road,55,Czech Republic,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Denmark,30,13,16,59,26,10,36,5795780,56.26392,9.501785,414.0943928,Wheelchair Rugby,29,United States of America,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",East Germany,0,3,1,4,3,1,4,83830972,51.165691,10.451526,3.181004112,Goalball,22,Brazil,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Ecuador,0,0,0,0,2,0,2,17688599,-1.831239,-78.183406,7.537811973,Athletics,47,Latvia,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Egypt,1,1,5,7,25,3,28,102659126,26.820553,30.802498,18.1831537,Swimming,24,Great Britain,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Faroe Islands,0,0,0,0,1,2,3,48678,61.892635,-6.911806,4108.632236,Boccia,31,Argentina,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Finland,18,14,27,59,49,8,57,5542237,61.92411,25.748151,685.6437211,Wheelchair Basketball,35,Turkey,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",France,71,69,46,186,78,37,115,65298930,46.227638,2.213749,117.4087641,Wheelchair Tennis,32,Japan,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Great Britain,107,112,112,331,156,68,224,67948282,55.378051,-3.435973,219.7749949,Sitting Volleyball,33,Brazil,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Greece,0,0,0,0,2,1,3,10413936,39.074208,21.824312,19.20503448,Judo,39,Brazil,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Guatemala,0,0,0,0,4,0,4,17971382,15.783471,-90.230759,14.83840623,Judo,29,Brazil,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America","Hong Kong, China",3,5,9,17,14,11,25,7507523,22.396428,114.109497,221.9995419,Athletics,24,United States of America,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Hungary,12,13,3,28,22,4,26,9655983,47.162494,19.503304,179.5087391,Sitting Volleyball,23,RPC,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Iceland,0,2,8,10,8,5,13,341628,64.963051,-19.020835,2536.872466,Judo,43,Spain,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",India,0,2,2,4,5,0,5,1382345085,20.593684,78.96288,0.241136122,Athletics,36,Islamic Republic of Iran,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Indonesia,0,1,1,2,6,2,8,274021604,-0.789275,113.921327,1.946318559,Powerlifting,21,Ireland,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Ireland,20,15,31,66,38,13,51,4947267,53.41291,-8.24389,687.2481311,Athletics,37,Cyprus,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Israel,11,21,12,44,41,6,47,8678517,31.046051,34.851612,361.0447883,Goalball,25,RPC,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Italy,9,19,14,42,47,13,60,60446035,41.87194,12.56738,66.17472924,Football 5-a-side,37,France,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Jamaica,0,0,0,0,1,0,1,2963429,18.109581,-77.297508,22.49646159,Sitting Volleyball,33,Italy,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Japan,9,7,8,24,27,10,37,126407422,36.204824,138.252924,19.51362212,Athletics,32,Indonesia,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Jordan,0,1,2,3,6,3,9,10220604,30.585164,36.238414,58.70494542,Rowing,33,Japan,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Kenya,1,1,1,3,11,2,13,53968739,-0.023559,37.906193,16.0586792,Table Tennis,39,Hungary,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Republic of Korea,0,2,2,4,15,3,18,51276977,35.907757,127.766922,23.40231562,Rowing,46,Spain,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Kuwait,1,3,4,8,20,2,22,4281320,29.31166,47.481766,342.5734742,Athletics,26,Great Britain,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Liechtenstein,0,0,0,0,0,1,1,38147,47.166,9.555373,1747.625414,Athletics,22,Thailand,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Luxembourg,1,4,1,6,5,0,5,627704,49.815273,6.129583,531.0358598,Archery,31,RPC,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Malta,0,0,0,0,1,0,1,441750,35.937496,14.375416,150.9149217,Swimming,17,Ukraine,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Mexico,6,14,17,37,40,14,54,129166028,23.634501,-102.552784,27.87110555,Wheelchair Basketball,30,Netherlands,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Netherlands,55,52,28,135,40,21,61,17141544,52.132633,5.291266,237.2403948,Taekwondo,20,India,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",New Zealand,8,10,7,25,9,4,13,4829021,-40.900557,174.885971,179.4704696,Athletics,27,India,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Norway,30,30,30,90,42,22,64,5428594,60.472024,8.468946,785.9616443,Table Tennis,19,Japan,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Papua New Guinea,0,0,0,0,4,0,4,8975531,-6.314993,143.95555,29.71040562,Table Tennis,36,Thailand,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Poland,46,39,21,106,25,9,34,37839255,51.919438,19.145136,59.90251834,Archery,34,Islamic Republic of Iran,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Portugal,4,3,7,14,15,2,17,10191409,39.399872,-8.224454,111.2047739,Badminton,34,Uganda,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Spain,22,10,12,44,20,9,29,46757980,40.463667,-3.74922,41.34766586,Wheelchair Basketball,25,United States of America,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Sweden,83,43,34,160,79,18,97,10110233,60.128161,18.643501,639.6159877,Swimming,27,Uzbekistan,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Switzerland,18,13,12,43,35,8,43,8665615,46.818188,8.227512,330.8093732,Athletics,25,Azerbaijan,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Thailand,0,0,0,0,4,0,4,69830779,15.870032,100.992541,3.818755433,Powerlifting,37,Azerbaijan,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Trinidad and Tobago,2,0,1,3,7,1,8,1400283,10.691803,-61.222503,380.8753897,Swimming,20,United States of America,Female
1984,"Stoke Mandeville, New York","Great Britain, United States of America",United States of America,137,131,129,397,157,79,236,331341050,37.09024,-95.712891,47.48380357,Cycling Track,36,Ghana,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Venezuela,0,0,0,0,6,0,6,28421581,6.42375,-66.58973,14.07381243,Athletics,35,France,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",West Germany,81,76,75,232,109,33,142,83830972,51.165691,10.451526,112.925646,Table Tennis,52,Indonesia,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Yugoslavia,11,10,11,32,25,5,30,23528230,14.48329,121.02138,85.00426934,Athletics,41,Azerbaijan,Male
1984,"Stoke Mandeville, New York","Great Britain, United States of America",Zimbabwe,0,1,2,3,5,3,8,14899771,-19.015438,29.154857,35.79473358,Cycling Road,32,RPC,Male
1988,Seoul,Republic of Korea,Argentina,0,7,2,9,18,17,35,45267449,-38.416097,-63.616672,51.5455009,Cycling Track,32,RPC,Male
1988,Seoul,Republic of Korea,Australia,23,34,38,95,148,27,175,25550683,-25.274398,133.775136,456.6087985,Taekwondo,29,RPC,Male
1988,Seoul,Republic of Korea,Austria,13,7,15,35,37,6,43,9015361,47.516231,14.550072,317.9758045,Archery,41,Ukraine,Male
1988,Seoul,Republic of Korea,Bahamas,0,0,0,0,2,2,4,393893,25.03428,-77.39628,677.002807,Canoe Sprint,37,Argentina,Male
1988,Seoul,Republic of Korea,Bahrain,1,1,1,3,11,0,11,1711057,25.930414,50.637772,428.5849819,Athletics,21,Cameroon,Male
1988,Seoul,Republic of Korea,Belgium,15,18,8,41,46,8,54,11598451,50.503887,4.469936,310.3862749,Athletics,28,Benin,Male
1988,Seoul,Republic of Korea,Brazil,4,9,14,27,47,12,59,212821986,-14.235004,-51.92528,18.48179978,Athletics,28,Algeria,Male
1988,Seoul,Republic of Korea,Bulgaria,2,1,0,3,8,0,8,6939018,42.733883,25.48583,76.86005907,Powerlifting,39,Egypt,Male
1988,Seoul,Republic of Korea,Canada,55,42,55,152,104,53,157,37799407,56.130366,-106.346771,276.9002875,Shooting,50,France,Male
1988,Seoul,Republic of Korea,People's Republic of China,16,17,8,41,27,14,41,1440297825,35.86166,104.195397,1.897755649,Athletics,26,Indonesia,Female
1988,Seoul,Republic of Korea,Colombia,0,0,0,0,16,0,16,50976248,4.570868,-74.297333,20.92477788,Athletics,39,Australia,Female
1988,Seoul,Republic of Korea,Cyprus,0,0,0,0,6,0,6,1208886,35.126413,33.429859,330.8831437,Archery,32,Thailand,Male
1988,Seoul,Republic of Korea,Czechoslovakia,0,1,0,1,1,0,1,10732559,50.073658,14.41854,6.211628249,Swimming,25,Australia,Male
1988,Seoul,Republic of Korea,Denmark,23,19,22,64,27,21,48,5795780,56.26392,9.501785,552.1258571,Wheelchair Basketball,27,Australia,Male
1988,Seoul,Republic of Korea,Egypt,1,3,3,7,45,1,46,102659126,26.820553,30.802498,29.87232393,Swimming,28,United States of America,Male
1988,Seoul,Republic of Korea,Faroe Islands,1,3,3,7,1,3,4,48678,61.892635,-6.911806,5478.176315,Athletics,22,Germany,Female
1988,Seoul,Republic of Korea,Finland,11,23,16,50,50,11,61,5542237,61.92411,25.748151,733.75907,Judo,35,Mexico,Male
1988,Seoul,Republic of Korea,France,46,44,50,140,95,21,116,65298930,46.227638,2.213749,118.4297098,Wheelchair Tennis,22,Morocco,Female
1988,Seoul,Republic of Korea,Great Britain,65,65,54,184,169,55,224,67948282,55.378051,-3.435973,219.7749949,Athletics,26,Iceland,Male
1988,Seoul,Republic of Korea,Greece,0,1,3,4,4,0,4,10413936,39.074208,21.824312,25.60671265,Wheelchair Basketball,39,Algeria,Male
1988,Seoul,Republic of Korea,Guatemala,1,0,0,1,1,0,1,17971382,15.783471,-90.230759,3.709601558,Athletics,28,United States of America,Female
1988,Seoul,Republic of Korea,"Hong Kong, China",0,2,7,9,31,11,42,7507523,22.396428,114.109497,372.9592304,Wheelchair Basketball,33,Islamic Republic of Iran,Male
1988,Seoul,Republic of Korea,Hungary,0,5,7,12,31,3,34,9655983,47.162494,19.503304,234.7421973,Swimming,32,Dominican Republic,Female
1988,Seoul,Republic of Korea,Iceland,2,2,7,11,9,5,14,341628,64.963051,-19.020835,2732.016501,Goalball,29,Turkey,Male
1988,Seoul,Republic of Korea,India,0,0,0,0,1,1,2,1382345085,20.593684,78.96288,0.096454449,Rowing,29,Australia,Female
1988,Seoul,Republic of Korea,Indonesia,0,2,0,2,17,2,19,274021604,-0.789275,113.921327,4.622506577,Canoe Sprint,42,Brazil,Female
1988,Seoul,Republic of Korea,Islamic Republic of Iran,4,1,3,8,36,0,36,84176929,32.427908,53.688046,28.51137513,Taekwondo,33,Islamic Republic of Iran,Male
1988,Seoul,Republic of Korea,Ireland,13,11,18,42,42,11,53,4947267,53.41291,-8.24389,714.1990382,Athletics,45,Palestine,Male
1988,Seoul,Republic of Korea,Israel,15,14,16,45,47,15,62,8678517,31.046051,34.851612,476.2718484,Athletics,24,Netherlands,Female
1988,Seoul,Republic of Korea,Italy,16,15,27,58,69,26,95,60446035,41.87194,12.56738,104.7766546,Sitting Volleyball,29,Islamic Republic of Iran,Male
1988,Seoul,Republic of Korea,Jamaica,1,4,3,8,2,3,5,2963429,18.109581,-77.297508,112.4823079,Powerlifting,28,Azerbaijan,Male
1988,Seoul,Republic of Korea,Japan,17,12,17,46,109,34,143,126407422,36.204824,138.252924,75.41751254,Shooting,20,Poland,Female
1988,Seoul,Republic of Korea,Jordan,0,0,0,0,5,2,7,10220604,30.585164,36.238414,45.65940199,Shooting,41,India,Male
1988,Seoul,Republic of Korea,Kenya,0,4,1,5,9,3,12,53968739,-0.023559,37.906193,14.82339619,Powerlifting,25,Ukraine,Male
1988,Seoul,Republic of Korea,Republic of Korea,40,35,19,94,205,21,226,51276977,35.907757,127.766922,293.8290739,Cycling Road,50,Austria,Male
1988,Seoul,Republic of Korea,Kuwait,5,5,7,17,27,3,30,4281320,29.31166,47.481766,467.1456467,Wheelchair Basketball,34,Algeria,Male
1988,Seoul,Republic of Korea,Liechtenstein,0,0,0,0,1,1,2,38147,47.166,9.555373,3495.250828,Powerlifting,36,Syrian Arab Republic,Female
1988,Seoul,Republic of Korea,"Macao, China",0,0,0,0,6,1,7,650846,22.210928,113.552971,717.0154947,Wheelchair Basketball,26,Algeria,Male
1988,Seoul,Republic of Korea,Malaysia,0,0,1,1,12,2,14,32436963,4.210484,101.975766,28.7737583,Table Tennis,43,Republic of Korea,Male
1988,Seoul,Republic of Korea,Mexico,8,9,7,24,28,5,33,129166028,23.634501,-102.552784,17.03234228,Swimming,31,Argentina,Female
1988,Seoul,Republic of Korea,Morocco,0,0,1,1,14,0,14,36985624,31.791702,-7.09262,25.23503006,Wheelchair Basketball,24,Algeria,Male
1988,Seoul,Republic of Korea,Netherlands,30,24,29,83,76,34,110,17141544,52.132633,5.291266,427.8105481,Badminton,28,Turkey,Female
1988,Seoul,Republic of Korea,New Zealand,2,4,11,17,11,5,16,4829021,-40.900557,174.885971,220.8867318,Wheelchair Basketball,33,Islamic Republic of Iran,Male
1988,Seoul,Republic of Korea,Norway,11,11,15,37,28,6,34,5428594,60.472024,8.468946,417.5421236,Athletics,41,Algeria,Male
1988,Seoul,Republic of Korea,Oman,0,0,0,0,9,0,9,5128058,21.512583,55.923255,117.0033568,Shooting,34,People's Republic of China,Female
1988,Seoul,Republic of Korea,Philippines,0,0,0,0,4,0,4,109830324,12.879721,121.774017,2.427987617,Judo,36,Kazakhstan,Female
1988,Seoul,Republic of Korea,Poland,23,25,33,81,39,7,46,37839255,51.919438,19.145136,81.04458364,Sitting Volleyball,38,RPC,Male
1988,Seoul,Republic of Korea,Portugal,3,5,6,14,7,6,13,10191409,39.399872,-8.224454,85.03894473,Wheelchair Tennis,26,Great Britain,Male
1988,Seoul,Republic of Korea,Puerto Rico,1,2,0,3,12,1,13,2846860,18.220833,-66.590149,304.4289732,Shooting,26,Great Britain,Female
1988,Seoul,Republic of Korea,Singapore,0,0,0,0,7,1,8,5858322,1.352083,103.819836,91.03858295,Athletics,23,Australia,Male
1988,Seoul,Republic of Korea,Spain,18,13,12,43,42,8,50,46757980,40.463667,-3.74922,71.28907907,Table Tennis,48,Great Britain,Female
1988,Seoul,Republic of Korea,Sweden,42,38,23,103,79,24,103,10110233,60.128161,18.643501,679.1798633,Athletics,32,RPC,Female
1988,Seoul,Republic of Korea,Switzerland,12,12,11,35,33,8,41,8665615,46.818188,8.227512,315.4228907,Athletics,26,Algeria,Male
1988,Seoul,Republic of Korea,Thailand,0,1,0,1,10,0,10,69830779,15.870032,100.992541,9.546888581,Triathlon,46,United States of America,Female
1988,Seoul,Republic of Korea,Trinidad and Tobago,0,0,0,0,4,0,4,1400283,10.691803,-61.222503,190.4376949,Equestrian,31,Great Britain,Female
1988,Seoul,Republic of Korea,Tunisia,0,0,2,2,1,0,1,11839918,33.886917,9.537499,5.630669627,Table Tennis,29,Montenegro,Male
1988,Seoul,Republic of Korea,United States of America,91,90,88,269,253,118,371,331341050,37.09024,-95.712891,74.64614883,Powerlifting,37,Greece,Male
1988,Seoul,Republic of Korea,USSR,21,20,15,56,16,6,22,262436000,37.09024,-95.712891,5.588664157,Boccia,25,Slovakia,Female
1988,Seoul,Republic of Korea,West Germany,76,65,52,193,145,43,188,83830972,51.165691,10.451526,149.5071933,Athletics,35,Germany,Male
1988,Seoul,Republic of Korea,Yugoslavia,4,4,11,19,30,4,34,23528230,14.48329,121.02138,96.33817192,Athletics,25,Peru,Female
1992,Barcelona,Spain,Algeria,0,0,0,0,8,0,8,43984569,28.033886,1.659626,12.12546458,Goalball,25,Canada,Female
1992,Barcelona,Spain,Argentina,1,1,0,2,26,1,27,45267449,-38.416097,-63.616672,39.76367213,Cycling Track,29,Great Britain,Male
1992,Barcelona,Spain,Australia,24,27,25,76,93,41,134,25550683,-25.274398,133.775136,349.63188,Athletics,38,Australia,Female
1992,Barcelona,Spain,Austria,5,4,13,22,31,5,36,9015361,47.516231,14.550072,266.2123014,Table Tennis,29,Australia,Male
1992,Barcelona,Spain,Bahrain,0,0,1,1,4,0,4,1711057,25.930414,50.637772,155.8490843,Athletics,24,Malawi,Female
1992,Barcelona,Spain,Belarus,0,0,0,0,1,0,1,9448772,53.709807,27.953389,7.055590575,Swimming,21,Brazil,Male
1992,Barcelona,Spain,Belgium,5,5,7,17,64,9,73,11598451,50.503887,4.469936,419.5962605,Shooting,41,Sweden,Female
1992,Barcelona,Spain,Brazil,3,0,4,7,31,10,41,212821986,-14.235004,-51.92528,12.84328459,Cycling Road,23,Netherlands,Male
1992,Barcelona,Spain,Bulgaria,1,2,0,3,5,2,7,6939018,42.733883,25.48583,67.25255168,Cycling Track,23,Netherlands,Male
1992,Barcelona,Spain,Burkina Faso,0,0,0,0,3,0,3,20997293,12.238333,-1.561593,9.525037346,Athletics,22,Guinea,Female
1992,Barcelona,Spain,Canada,28,21,26,75,89,49,138,37799407,56.130366,-106.346771,243.3900616,Football 5-a-side,28,Thailand,Male
1992,Barcelona,Spain,Chile,0,0,0,0,2,0,2,19144605,-35.675147,-71.542969,6.964538225,Football 5-a-side,36,Morocco,Male
1992,Barcelona,Spain,People's Republic of China,11,7,7,25,13,11,24,1440297825,35.86166,104.195397,1.110881355,Athletics,30,Mexico,Male
1992,Barcelona,Spain,Chinese Taipei,0,0,1,1,10,1,11,23816775,25.105497,121.597366,30.79062272,Athletics,30,RPC,Female
1992,Barcelona,Spain,Colombia,0,0,0,0,4,2,6,50976248,4.570868,-74.297333,7.846791706,Archery,43,RPC,Female
1992,Barcelona,Spain,Costa Rica,0,0,0,0,2,0,2,5102158,9.748917,-83.753428,26.13273312,Triathlon,35,Italy,Female
1992,Barcelona,Spain,Croatia,0,0,1,1,5,1,6,4100719,45.1,15.2,97.54386975,Canoe Sprint,22,France,Female
1992,Barcelona,Spain,Cuba,3,3,3,9,10,0,10,11325391,21.521757,-77.781167,58.8647815,Athletics,27,Brazil,Female
1992,Barcelona,Spain,Cyprus,0,0,0,0,4,0,4,1208886,35.126413,33.429859,220.5887624,Rowing,32,Brazil,Female
1992,Barcelona,Spain,Czechoslovakia,4,3,6,13,24,5,29,10732559,50.073658,14.41854,180.1372192,Powerlifting,49,Mexico,Female
1992,Barcelona,Spain,Denmark,12,22,12,46,22,21,43,5795780,56.26392,9.501785,494.612747,Shooting,19,United States of America,Male
1992,Barcelona,Spain,Dominican Republic,0,0,0,0,1,0,1,10866667,18.735693,-70.162651,6.134969137,Judo,27,Lithuania,Male
1992,Barcelona,Spain,Ecuador,0,0,0,0,3,0,3,17688599,-1.831239,-78.183406,11.30671796,Athletics,26,Guinea-Bissau,Male
1992,Barcelona,Spain,Egypt,7,6,7,20,41,0,41,102659126,26.820553,30.802498,26.6253322,Sitting Volleyball,29,Italy,Female
1992,Barcelona,Spain,Estonia,0,2,1,3,2,4,6,1326693,58.595272,25.013607,301.5015531,Swimming,20,Italy,Male
1992,Barcelona,Spain,Faroe Islands,0,1,0,1,1,2,3,48678,61.892635,-6.911806,4108.632236,Table Tennis,37,France,Female
1992,Barcelona,Spain,Finland,8,6,11,25,54,13,67,5542237,61.92411,25.748151,805.9320932,Wheelchair Tennis,26,United States of America,Female
1992,Barcelona,Spain,France,36,36,34,106,106,39,145,65298930,46.227638,2.213749,148.0371373,Swimming,19,Colombia,Female
1992,Barcelona,Spain,Germany,61,51,59,171,174,64,238,83830972,51.165691,10.451526,189.2697447,Athletics,29,Argentina,Male
1992,Barcelona,Spain,Great Britain,40,47,41,128,156,52,208,67948282,55.378051,-3.435973,204.076781,Athletics,22,Brazil,Male
1992,Barcelona,Spain,Greece,0,2,1,3,7,0,7,10413936,39.074208,21.824312,44.81174713,Athletics,16,United States of America,Female
1992,Barcelona,Spain,"Hong Kong, China",3,4,4,11,16,5,21,7507523,22.396428,114.109497,186.4796152,Swimming,25,RPC,Male
1992,Barcelona,Spain,Hungary,4,3,4,11,34,9,43,9655983,47.162494,19.503304,296.8798378,Wheelchair Tennis,47,United States of America,Male
1992,Barcelona,Spain,Iceland,3,2,12,17,8,4,12,341628,64.963051,-19.020835,2341.72843,Athletics,29,Great Britain,Female
1992,Barcelona,Spain,Independent Paralympic Participants,4,3,1,8,13,3,16,1382345085,20.593684,78.96288,0.771635591,Football 5-a-side,23,France,Male
1992,Barcelona,Spain,India,0,0,0,0,7,2,9,84176929,32.427908,53.688046,7.127843782,Wheelchair Rugby,26,New Zealand,Male
1992,Barcelona,Spain,Islamic Republic of Iran,1,2,1,4,25,4,29,40372771,33.223191,43.679291,47.88706065,Equestrian,43,Canada,Female
1992,Barcelona,Spain,Iraq,0,0,1,1,18,0,18,4947267,53.41291,-8.24389,242.5581639,Shooting,28,Turkey,Female
1992,Barcelona,Spain,Ireland,0,3,4,7,40,18,58,8678517,31.046051,34.851612,445.5446324,Swimming,19,Argentina,Male
1992,Barcelona,Spain,Israel,2,4,5,11,56,6,62,60446035,41.87194,12.56738,68.38055355,Athletics,39,RPC,Male
1992,Barcelona,Spain,Italy,10,7,18,35,69,18,87,2963429,18.109581,-77.297508,1957.192158,Judo,23,Republic of Moldova,Male
